Resume_ID,Name,Skills,Experience (Years),Education,Certifications,Job Role,Recruiter Decision,Salary Expectation ($),Projects Count,AI Score (0-100)
1927,Candidate 1927,"Java, React, C++",5,M.Tech,None,Software Engineer,Hire,63109,3,67
24,Taylor Williams,"TensorFlow, Pytorch, NLP, Python",8,MBA,Deep Learning Specialization,AI Researcher,Hire,94384,0,100
409,Timothy Fitzgerald,"Networking, Linux",3,MBA,None,Cybersecurity Analyst,Hire,97811,6,70
100,Sandra Perkins,"SQL, Java, React",6,B.Sc,Google ML,Software Engineer,Hire,67745,3,100
1212,Candidate 1212,"Cybersecurity, Linux, Ethical Hacking",13,PhD,AWS Certified,Data Scientist,Hire,71933,20,77
1433,Candidate 1433,"SQL, Java, React",14,M.Tech,AWS Certified,Software Engineer,Hire,114259,6,72
316,Joseph Rojas,"Cybersecurity, Ethical Hacking, Linux",1,MBA,AWS Certified,Cybersecurity Analyst,Hire,78344,10,85
1174,Candidate 1174,"React, C++, Java, SQL",15,B.Tech,None,Data Scientist,Reject,71762,17,3
1236,Candidate 1236,"SQL, Machine Learning",14,M.Tech,Deep Learning Specialization,Software Engineer,Hire,88886,4,37
1160,Candidate 1160,"Linux, Networking, Cybersecurity",3,MBA,Google ML,AI Researcher,Reject,49034,12,94
733,Vicki Murphy,"SQL, Machine Learning, Deep Learning, Python",5,PhD,AWS Certified,Data Scientist,Hire,91828,10,100
1973,Candidate 1973,"Cybersecurity, Ethical Hacking, Linux",6,MBA,AWS Certified,AI Researcher,Reject,65230,9,66
1641,Candidate 1641,"Python, NLP",7,B.Sc,None,AI Researcher,Reject,113844,13,4
752,Jacob Brown,"Deep Learning, Python, SQL",4,B.Tech,None,Data Scientist,Hire,90584,3,70
1116,Candidate 1116,"NLP, Python",14,PhD,Deep Learning Specialization,Software Engineer,Reject,65912,14,43
157,Paul Wallace,"Linux, Ethical Hacking, Networking, Cybersecurity",6,B.Sc,AWS Certified,Cybersecurity Analyst,Hire,59082,5,100
562,Rachel Cherry,"TensorFlow, Python",10,PhD,AWS Certified,AI Researcher,Hire,98659,6,100
121,Cynthia Espinoza,"Java, React",6,B.Sc,Google ML,Software Engineer,Hire,62463,0,80
1455,Candidate 1455,"Networking, Cybersecurity, Ethical Hacking",20,M.Tech,Deep Learning Specialization,Cybersecurity Analyst,Hire,62339,2,10
512,Pamela Foster,"Networking, Ethical Hacking, Cybersecurity, Linux",9,MBA,Deep Learning Specialization,Cybersecurity Analyst,Hire,73181,5,100
1518,Candidate 1518,"Python, TensorFlow, Pytorch, NLP",4,M.Tech,Deep Learning Specialization,Cybersecurity Analyst,Hire,85193,20,54
1505,Candidate 1505,"Ethical Hacking, Networking, Linux, Cybersecurity",7,B.Sc,Google ML,AI Researcher,Hire,123120,16,6
17,Megan Brown,"SQL, Python",10,PhD,None,Data Scientist,Hire,115364,2,100
1441,Candidate 1441,"Python, Pytorch, NLP, TensorFlow",8,B.Sc,AWS Certified,Software Engineer,Hire,73069,17,73
847,Curtis Wood,"Deep Learning, Machine Learning",4,B.Tech,Google ML,Data Scientist,Hire,88986,2,70
1603,Candidate 1603,"Java, SQL, React",9,MBA,AWS Certified,Cybersecurity Analyst,Hire,138223,3,90
1779,Candidate 1779,"Networking, Linux",20,MBA,AWS Certified,Cybersecurity Analyst,Hire,41168,3,78
1804,Candidate 1804,"Machine Learning, Deep Learning, SQL, Python",1,PhD,Google ML,Software Engineer,Reject,65420,6,93
677,David Bradley,"SQL, Machine Learning, Deep Learning",4,B.Sc,None,Data Scientist,Reject,75186,1,60
241,Barbara Bernard,"Linux, Ethical Hacking",10,MBA,Deep Learning Specialization,Cybersecurity Analyst,Hire,50784,0,100
1024,Candidate 1024,"Ethical Hacking, Networking, Linux",14,B.Tech,AWS Certified,Software Engineer,Reject,36565,10,60
217,Tammy Phillips,"SQL, Deep Learning, Python, Machine Learning",7,B.Sc,None,Data Scientist,Hire,82958,10,100
1512,Candidate 1512,"Python, SQL, Machine Learning, Deep Learning",8,B.Tech,AWS Certified,Data Scientist,Hire,95965,1,70
814,Cody Nolan,"TensorFlow, Pytorch",6,M.Tech,Deep Learning Specialization,AI Researcher,Hire,53035,10,100
1226,Candidate 1226,"Pytorch, TensorFlow, Python",9,PhD,None,Cybersecurity Analyst,Hire,76124,7,89
1800,Candidate 1800,"SQL, Machine Learning",5,B.Tech,Deep Learning Specialization,Software Engineer,Reject,115129,1,82
1764,Candidate 1764,"Machine Learning, SQL, Python",12,B.Sc,Google ML,Data Scientist,Hire,121324,18,48
883,Scott Fuller,"Pytorch, TensorFlow, Python, NLP",4,B.Tech,None,AI Researcher,Hire,66621,5,85
487,Eric Hill,"Ethical Hacking, Linux",6,B.Tech,Deep Learning Specialization,Cybersecurity Analyst,Hire,83470,2,90
1362,Candidate 1362,"Python, Deep Learning",20,B.Tech,None,Data Scientist,Reject,54946,8,22
1874,Candidate 1874,"NLP, TensorFlow, Python",9,MBA,Google ML,Cybersecurity Analyst,Hire,79576,4,26
462,Daniel Ruiz,"Ethical Hacking, Networking, Linux",1,M.Tech,Google ML,Cybersecurity Analyst,Hire,102085,6,65
438,George Clark,"Python, Deep Learning, Machine Learning, SQL",3,PhD,Google ML,Data Scientist,Hire,77893,10,100
355,Isabella Long,"Pytorch, TensorFlow",8,B.Sc,Deep Learning Specialization,AI Researcher,Hire,73142,9,100
1018,Candidate 1018,"Cybersecurity, Networking, Linux, Ethical Hacking",9,B.Sc,None,AI Researcher,Reject,49639,8,52
1664,Candidate 1664,"SQL, Python, Deep Learning, Machine Learning",1,PhD,None,Cybersecurity Analyst,Reject,140418,13,92
1742,Candidate 1742,"Linux, Ethical Hacking, Cybersecurity, Networking",10,B.Tech,None,Cybersecurity Analyst,Hire,147876,19,87
331,James Murphy,"SQL, Java",7,M.Tech,AWS Certified,Software Engineer,Hire,115275,5,100
404,Gregg Barber,"Python, Machine Learning, Deep Learning",0,M.Tech,Deep Learning Specialization,Data Scientist,Reject,114745,6,55
1221,Candidate 1221,"Java, C++",17,PhD,AWS Certified,AI Researcher,Reject,66554,20,45
52,Dalton Smith,"Ethical Hacking, Cybersecurity, Linux",9,M.Tech,None,Cybersecurity Analyst,Hire,55058,3,100
723,Jennifer Moran,"Python, Machine Learning",8,B.Tech,AWS Certified,Data Scientist,Hire,59833,2,100
1721,Candidate 1721,"Networking, Cybersecurity, Ethical Hacking",6,PhD,None,AI Researcher,Hire,101135,17,60
74,Donald Duffy,"Java, SQL",5,MBA,AWS Certified,Software Engineer,Hire,40914,6,100
1689,Candidate 1689,"Python, TensorFlow",7,B.Tech,None,Cybersecurity Analyst,Reject,49036,5,61
586,Bridget Williams,"TensorFlow, Python",1,M.Tech,Deep Learning Specialization,AI Researcher,Reject,108308,4,50
439,Willie Castaneda,"Java, React",9,B.Tech,AWS Certified,Software Engineer,Hire,79610,1,100
1475,Candidate 1475,"Python, TensorFlow, Pytorch, NLP",11,B.Sc,None,AI Researcher,Hire,43494,3,30
761,Reginald Hernandez,"Ethical Hacking, Linux, Cybersecurity, Networking",6,B.Sc,Deep Learning Specialization,Cybersecurity Analyst,Hire,85255,10,100
803,Maria Bell,"Deep Learning, Python, SQL, Machine Learning",8,MBA,None,Data Scientist,Hire,115812,5,100
466,Jessica Trevino,"TensorFlow, Pytorch, Python, NLP",4,MBA,AWS Certified,AI Researcher,Hire,61757,2,80
1085,Candidate 1085,"SQL, Machine Learning, Deep Learning, Python",1,B.Tech,Google ML,Software Engineer,Reject,133361,0,61
1065,Candidate 1065,"Cybersecurity, Ethical Hacking",9,MBA,AWS Certified,AI Researcher,Reject,137433,18,91
1911,Candidate 1911,"React, C++, SQL, Java",10,B.Tech,Google ML,Software Engineer,Hire,145818,16,16
158,Renee Odonnell DDS,"Pytorch, TensorFlow, Python",2,PhD,None,AI Researcher,Reject,85955,1,40
4,Elizabeth Carney,"Python, Pytorch, TensorFlow",7,B.Tech,AWS Certified,AI Researcher,Hire,46848,0,95
1654,Candidate 1654,"TensorFlow, Python, NLP, Pytorch",10,M.Tech,Google ML,Cybersecurity Analyst,Reject,103396,15,96
53,James Bailey,"SQL, Deep Learning, Machine Learning",1,MBA,None,Data Scientist,Reject,54006,4,45
1345,Candidate 1345,"SQL, Deep Learning, Machine Learning",4,MBA,Google ML,Data Scientist,Hire,104999,4,55
221,Keith Ward,"Cybersecurity, Linux",9,PhD,None,Cybersecurity Analyst,Hire,77138,0,100
565,Robyn Griffin,"Networking, Linux",10,PhD,None,Cybersecurity Analyst,Hire,82245,2,100
27,Christopher Ayers,"Ethical Hacking, Cybersecurity",3,B.Sc,Deep Learning Specialization,Cybersecurity Analyst,Reject,76203,2,60
1584,Candidate 1584,"Cybersecurity, Networking, Ethical Hacking",10,M.Tech,Deep Learning Specialization,Software Engineer,Hire,70573,14,44
15,Tammy Pineda,"Pytorch, NLP",0,M.Tech,Deep Learning Specialization,AI Researcher,Reject,96555,5,45
215,Nicholas Brown,"TensorFlow, Python, NLP",3,B.Tech,None,AI Researcher,Reject,41769,3,60
58,April Flores,"Networking, Cybersecurity, Ethical Hacking, Linux",1,B.Sc,AWS Certified,Cybersecurity Analyst,Reject,86274,3,55
938,Jacob Morrow,"Pytorch, TensorFlow",5,PhD,AWS Certified,AI Researcher,Hire,43681,4,90
552,Kirsten Smith,"React, C++, Java, SQL",5,B.Sc,None,Software Engineer,Hire,89191,3,85
1027,Candidate 1027,"Cybersecurity, Networking",12,PhD,Deep Learning Specialization,Cybersecurity Analyst,Reject,66410,5,24
587,Gary Glenn,"Python, SQL, Machine Learning",9,MBA,Deep Learning Specialization,Data Scientist,Hire,112067,2,100
326,William Bryant,"Deep Learning, Python",3,MBA,AWS Certified,Data Scientist,Hire,44012,10,100
1271,Candidate 1271,"Ethical Hacking, Networking, Linux, Cybersecurity",9,B.Tech,None,Data Scientist,Reject,59139,11,76
1976,Candidate 1976,"SQL, C++, Java",1,M.Tech,None,AI Researcher,Hire,116930,13,23
1671,Candidate 1671,"Python, Machine Learning",20,B.Sc,None,Cybersecurity Analyst,Hire,31148,20,77
830,Deborah Hughes,"Cybersecurity, Ethical Hacking, Networking, Linux",3,MBA,None,Cybersecurity Analyst,Hire,53096,7,85
1117,Candidate 1117,"TensorFlow, Pytorch, NLP, Python",17,B.Tech,None,Data Scientist,Reject,70137,17,78
753,Melissa Preston,"React, C++, SQL, Java",9,PhD,Deep Learning Specialization,Software Engineer,Hire,68203,9,100
1703,Candidate 1703,"Cybersecurity, Ethical Hacking",3,MBA,Google ML,Software Engineer,Reject,66327,16,92
1238,Candidate 1238,"Ethical Hacking, Linux, Networking, Cybersecurity",7,MBA,Deep Learning Specialization,Data Scientist,Reject,116131,3,62
477,Carrie Wright,"Deep Learning, Machine Learning, SQL",1,B.Tech,None,Data Scientist,Reject,58515,6,55
45,Tanya West,"SQL, Python, Machine Learning",4,M.Tech,AWS Certified,Data Scientist,Hire,95486,6,95
1988,Candidate 1988,"C++, Java",18,B.Sc,Deep Learning Specialization,AI Researcher,Hire,117606,7,68
1554,Candidate 1554,"SQL, Python",5,B.Sc,None,AI Researcher,Reject,120640,0,14
502,Samantha Evans,"Pytorch, TensorFlow, NLP, Python",5,MBA,AWS Certified,AI Researcher,Hire,53097,0,80
399,Danielle Davis,"Machine Learning, Python, Deep Learning",1,MBA,Deep Learning Specialization,Data Scientist,Reject,79404,4,55
977,Louis Spencer,"Python, NLP",3,B.Sc,None,AI Researcher,Hire,95270,7,75
528,Cheryl Morton,"Ethical Hacking, Networking, Linux",0,B.Tech,Google ML,Cybersecurity Analyst,Hire,99469,9,70
1193,Candidate 1193,"Python, SQL, Deep Learning",13,PhD,Google ML,Software Engineer,Hire,144457,12,19
811,Lisa Martin,"Deep Learning, SQL, Machine Learning, Python",3,B.Sc,AWS Certified,Data Scientist,Hire,89915,9,100
1000,Chad Collins,"SQL, Machine Learning, Python, Deep Learning",7,M.Tech,Deep Learning Specialization,Data Scientist,Hire,119474,3,100
569,Zachary Ross,"Linux, Cybersecurity, Ethical Hacking",8,PhD,Deep Learning Specialization,Cybersecurity Analyst,Hire,71624,8,100
793,Tom Bennett,"SQL, Deep Learning, Python, Machine Learning",6,MBA,Google ML,Data Scientist,Hire,107075,8,100
1809,Candidate 1809,"Linux, Cybersecurity, Ethical Hacking",17,B.Tech,Deep Learning Specialization,Data Scientist,Reject,98337,3,51
32,Logan Mcclure,"Ethical Hacking, Networking, Linux",1,B.Sc,None,Cybersecurity Analyst,Hire,58606,10,75
367,Christina Perez,"Linux, Cybersecurity, Ethical Hacking",2,B.Sc,None,Cybersecurity Analyst,Reject,60533,2,45
458,Keith Hayes,"Linux, Networking",6,PhD,None,Cybersecurity Analyst,Hire,85029,9,100
257,Paul Williams,"Java, C++, React",9,M.Tech,None,Software Engineer,Hire,54990,1,100
187,Valerie Morrison,"Pytorch, Python",0,B.Sc,Deep Learning Specialization,AI Researcher,Reject,44226,7,55
271,Amy Poole,"Machine Learning, SQL, Python",0,PhD,Google ML,Data Scientist,Reject,43642,7,60
1477,Candidate 1477,"React, C++",20,PhD,Google ML,Cybersecurity Analyst,Hire,132956,15,52
577,Clarence Hernandez,"React, Java, SQL, C++",8,B.Sc,AWS Certified,Software Engineer,Hire,73325,2,100
340,John Alvarez,"SQL, Machine Learning",0,B.Tech,AWS Certified,Data Scientist,Reject,90362,8,60
141,Ronald Thomas,"Deep Learning, Python, SQL",3,B.Sc,Google ML,Data Scientist,Hire,64716,2,65
283,Mrs. Ashley Stanley,"Pytorch, Python, NLP, TensorFlow",0,M.Tech,Deep Learning Specialization,AI Researcher,Hire,67037,9,75
1737,Candidate 1737,"React, SQL, C++, Java",19,B.Sc,Google ML,Cybersecurity Analyst,Reject,81527,8,23
1765,Candidate 1765,"NLP, TensorFlow",13,PhD,AWS Certified,Software Engineer,Hire,66189,6,58
305,Tina Howard,"SQL, Python, Machine Learning",6,B.Sc,AWS Certified,Data Scientist,Hire,52824,9,100
894,Nicole Cox,"SQL, Java, React, C++",0,MBA,None,Software Engineer,Reject,70344,4,40
292,Amanda Watson,"Cybersecurity, Networking, Linux",2,B.Sc,AWS Certified,Cybersecurity Analyst,Reject,104195,3,60
730,Andrea Beard,"React, C++",7,M.Tech,AWS Certified,Software Engineer,Hire,98988,10,100
1614,Candidate 1614,"Python, TensorFlow",20,B.Sc,AWS Certified,Software Engineer,Hire,126975,20,58
135,Paul Castro,"TensorFlow, NLP, Python, Pytorch",6,B.Sc,Deep Learning Specialization,AI Researcher,Hire,60828,3,100
1511,Candidate 1511,"Deep Learning, Machine Learning, SQL",11,B.Tech,None,Software Engineer,Reject,107216,17,67
1222,Candidate 1222,"Java, React, C++",13,PhD,Google ML,Software Engineer,Reject,79498,16,88
681,Jessica Bradford,"Networking, Ethical Hacking",2,PhD,AWS Certified,Cybersecurity Analyst,Hire,106309,7,75
1474,Candidate 1474,"Python, Machine Learning, SQL",19,PhD,AWS Certified,Software Engineer,Reject,37832,17,38
264,Jessica Burnett,"Python, TensorFlow",0,M.Tech,AWS Certified,AI Researcher,Reject,77225,1,25
429,Anna Morrison,"Networking, Linux",5,M.Tech,Google ML,Cybersecurity Analyst,Hire,61038,9,100
1350,Candidate 1350,"Java, React, C++",19,M.Tech,None,Cybersecurity Analyst,Hire,115425,4,12
242,Mario Savage,"Deep Learning, Machine Learning, Python, SQL",5,B.Tech,AWS Certified,Data Scientist,Hire,78601,7,100
765,Carrie Vazquez,"SQL, Deep Learning, Python",0,B.Tech,Google ML,Data Scientist,Reject,93534,5,50
57,Rachel Wheeler,"C++, Java, SQL, React",3,B.Sc,Google ML,Software Engineer,Hire,49367,3,75
785,Sharon Murray,"Linux, Ethical Hacking",5,B.Tech,AWS Certified,Cybersecurity Analyst,Hire,111508,7,100
683,Thomas Sanders,"Linux, Cybersecurity",0,MBA,Google ML,Cybersecurity Analyst,Reject,89654,8,60
1294,Candidate 1294,"Networking, Ethical Hacking, Linux, Cybersecurity",8,M.Tech,AWS Certified,Software Engineer,Hire,55561,16,70
186,Anthony Benson,"Java, C++, React, SQL",5,MBA,Deep Learning Specialization,Software Engineer,Hire,64162,7,100
1310,Candidate 1310,"Pytorch, Python, TensorFlow",12,PhD,None,Software Engineer,Hire,47227,18,42
1401,Candidate 1401,"Deep Learning, Machine Learning, Python, SQL",10,B.Tech,Google ML,Cybersecurity Analyst,Hire,43763,18,26
545,Jeffrey Smith,"Machine Learning, Deep Learning",7,B.Tech,AWS Certified,Data Scientist,Hire,43930,8,100
1861,Candidate 1861,"Ethical Hacking, Linux, Networking, Cybersecurity",12,B.Sc,AWS Certified,Data Scientist,Hire,125961,3,3
709,Ryan Silva,"NLP, TensorFlow",2,B.Sc,AWS Certified,AI Researcher,Hire,52471,10,90
1932,Candidate 1932,"Networking, Ethical Hacking",19,PhD,Google ML,Software Engineer,Hire,131367,8,26
1729,Candidate 1729,"NLP, Pytorch, TensorFlow",5,B.Tech,None,AI Researcher,Reject,39500,3,64
346,Isabel Williams,"Cybersecurity, Ethical Hacking, Networking, Linux",6,MBA,Google ML,Cybersecurity Analyst,Hire,89696,10,100
839,Yolanda Vasquez,"Ethical Hacking, Networking, Cybersecurity, Linux",8,B.Sc,None,Cybersecurity Analyst,Hire,99384,1,100
171,Scott Gray,"Networking, Ethical Hacking, Cybersecurity",8,MBA,None,Cybersecurity Analyst,Hire,44474,1,100
25,Lori Johnson,"Pytorch, TensorFlow, NLP, Python",0,B.Tech,Deep Learning Specialization,AI Researcher,Hire,91064,10,80
1847,Candidate 1847,"SQL, Machine Learning, Python",17,B.Tech,None,AI Researcher,Hire,42471,14,11
1585,Candidate 1585,"Ethical Hacking, Linux, Cybersecurity",6,MBA,AWS Certified,Cybersecurity Analyst,Reject,75157,1,14
1551,Candidate 1551,"Ethical Hacking, Linux, Networking, Cybersecurity",7,PhD,Deep Learning Specialization,AI Researcher,Reject,86441,5,34
1589,Candidate 1589,"React, Java, SQL, C++",1,PhD,Google ML,AI Researcher,Hire,104300,10,82
764,Thomas Moore,"SQL, Deep Learning",6,B.Tech,Deep Learning Specialization,Data Scientist,Hire,116832,1,85
189,Evelyn Porter,"SQL, Python, Machine Learning, Deep Learning",3,M.Tech,Google ML,Data Scientist,Hire,65930,5,85
13,David Diaz,"Cybersecurity, Networking",0,M.Tech,Deep Learning Specialization,Cybersecurity Analyst,Hire,42077,9,65
1839,Candidate 1839,"Linux, Networking",1,B.Tech,AWS Certified,Cybersecurity Analyst,Reject,31259,15,20
323,Malik Burns,"Python, Deep Learning",5,B.Tech,None,Data Scientist,Hire,73559,10,100
986,Sean Jones,"React, SQL, Java",10,B.Sc,Deep Learning Specialization,Software Engineer,Hire,57933,3,100
1630,Candidate 1630,"SQL, Machine Learning",19,B.Sc,Deep Learning Specialization,Software Engineer,Hire,37782,9,47
433,Michael Randall,"SQL, C++, React",7,M.Tech,AWS Certified,Software Engineer,Hire,49907,4,100
1092,Candidate 1092,"Cybersecurity, Ethical Hacking",8,MBA,Deep Learning Specialization,Software Engineer,Hire,34248,17,18
895,Timothy Thomas,"SQL, Java, C++",3,M.Tech,None,Software Engineer,Hire,46781,6,75
837,Kelly Jones,"Deep Learning, Python",9,B.Tech,Google ML,Data Scientist,Hire,91723,8,100
892,Sandra Scott,"Pytorch, TensorFlow, Python",8,M.Tech,None,AI Researcher,Hire,82202,5,100
239,Tiffany Austin,"Python, TensorFlow, NLP, Pytorch",8,PhD,AWS Certified,AI Researcher,Hire,104942,5,100
1124,Candidate 1124,"Java, SQL, C++, React",16,M.Tech,Google ML,Software Engineer,Reject,49493,10,28
1685,Candidate 1685,"TensorFlow, Pytorch, Python",11,PhD,Deep Learning Specialization,Cybersecurity Analyst,Reject,80571,18,0
1806,Candidate 1806,"Ethical Hacking, Networking",15,B.Tech,Google ML,AI Researcher,Reject,106776,15,56
1316,Candidate 1316,"Java, SQL",7,M.Tech,None,AI Researcher,Hire,143569,13,71
958,Elizabeth Logan,"Cybersecurity, Networking",7,MBA,None,Cybersecurity Analyst,Hire,109418,6,100
1097,Candidate 1097,"Pytorch, Python, NLP",4,B.Tech,AWS Certified,Software Engineer,Hire,120583,19,63
1946,Candidate 1946,"Python, SQL",16,PhD,Deep Learning Specialization,Cybersecurity Analyst,Hire,147162,10,12
1033,Candidate 1033,"Ethical Hacking, Cybersecurity, Linux",15,M.Tech,Google ML,Cybersecurity Analyst,Hire,131827,19,10
1019,Candidate 1019,"React, C++, SQL, Java",5,M.Tech,Google ML,Cybersecurity Analyst,Reject,38081,13,45
239,Tiffany Austin,"Python, TensorFlow, NLP, Pytorch",8,PhD,AWS Certified,AI Researcher,Hire,104942,5,100
175,Lisa Jones,"Machine Learning, Deep Learning, Python, SQL",6,MBA,None,Data Scientist,Hire,76085,4,100
241,Barbara Bernard,"Linux, Ethical Hacking",10,MBA,Deep Learning Specialization,Cybersecurity Analyst,Hire,50784,0,100
568,Hunter Dalton,"React, Java",3,M.Tech,AWS Certified,Software Engineer,Hire,105280,9,95
819,Misty Bailey,"SQL, Machine Learning, Python, Deep Learning",4,B.Sc,Deep Learning Specialization,Data Scientist,Hire,73783,3,85
991,Jennifer Martinez,"React, C++, Java, SQL",5,M.Tech,Google ML,Software Engineer,Hire,106646,4,100
1917,Candidate 1917,"Linux, Cybersecurity, Ethical Hacking",2,M.Tech,None,AI Researcher,Hire,108970,10,25
1114,Candidate 1114,"Linux, Ethical Hacking",15,PhD,Google ML,Cybersecurity Analyst,Hire,123159,8,51
1379,Candidate 1379,"SQL, Machine Learning",15,B.Sc,Google ML,AI Researcher,Reject,75814,17,40
1427,Candidate 1427,"Java, C++, React",3,M.Tech,Google ML,Data Scientist,Reject,93974,7,43
411,Jeffrey Cannon,"Deep Learning, SQL",5,MBA,Google ML,Data Scientist,Hire,101471,0,70
1139,Candidate 1139,"Cybersecurity, Networking",7,B.Tech,Deep Learning Specialization,Cybersecurity Analyst,Reject,90547,6,73
818,Cindy Armstrong,"TensorFlow, NLP, Pytorch, Python",1,PhD,AWS Certified,AI Researcher,Reject,83138,3,55
963,Michael Hall,"Python, NLP, Pytorch, TensorFlow",5,B.Sc,Deep Learning Specialization,AI Researcher,Hire,48234,9,100
1733,Candidate 1733,"React, C++, Java",9,MBA,Deep Learning Specialization,Cybersecurity Analyst,Hire,60069,8,55
349,Ashley Gardner,"Machine Learning, Python",1,MBA,AWS Certified,Data Scientist,Reject,108606,3,45
